,rol,corte,fecha,folio,tramite,descripcion,fecha_ingreso,CLASIFICACION_CORRECTA,CLASIFICACION_NUM
32569,198-2024,Santiago,22/02/2024,10.0,Resolución,Agréguese extraordinariamente a la tabla del 29 de febrero,18/03/2024,Agréguese A Tabla,4
32579,,,,,,al folio 80: Dese cuenta,,Dese Cuenta,11
32581,,,,,,Rija el estado de acuerdo Ilma. C.A..,,Acuerdo,1
32584,5048-2024,Temuco,14/08/2024,12.0,Resolución,Agréguese Extraordinariamente a la tabla del 19 de agosto // Ev. Informe. En relación,28/06/2024,Agréguese A Tabla,4
32593,7734-2022,Concepción,08/06/2022,13.0,Resolución,Ac Fun/En Relación (GC),29/03/2022,Evacua Informe,12
32594,,,,,,En vista y consideración lo informado por la Corte Apel. de Ilustrísima Corte de Apelaciones concédase el recurso vista,,Concede Apelación,9
32598,,,,,,"El acción es rechazao con costas al demandante, debido a carecer de interés legítimo.",,Rechazada,26
32599,,,,,,La corte prescinde de la Imptdo. por no dar cumplimiento.,,Prescinde,25
32602,,,,,,Tgse. pres. inf Demandante(costas),,Téngase Presente,28
32609,,,,,,El proceso del solicitud se archivó por falta de información proporcionada por la isapre.,,Archivado,6
32625,835-2024,Antofagasta,19/06/2024,11.0,Resolución,Tga. Pte. renuncia-otorga P y,09/04/2024,Téngase Presente,28
32640,,,,,,Tgse. por por cumplida la sentencia,,Téngase Presente,28
32650,,,,,,El acciónse archiva por desistimiento,,Archivado,6
32661,,,,,,La Corte de Apelaciones de Arica fija los tarifas en 300.000 unidades.,,Fija Costas,14
32671,5505-2024,San Miguel,30/12/2024,17.0,Resolución,Ev. Informe SIS. En Relación,28/11/2024,Evacua Informe,12
32685,21671-2022,San Miguel,21/03/2023,10.0,Resolución,Certifíquese ISA/Previo a reso,26/09/2022,Certifiquese,8
32691,16602-2023,Santiago,11/01/2024,12.0,Resolución,Agréguese extraordinariamente a la tabla del 19 de enero,05/12/2023,Agréguese A Tabla,4
32692,2644-2023,Concepción,22/03/2023,11.0,Resolución,INF.ISAPRE/En Relación,11/10/2023,Evacua Informe,12
32693,2524-2023,Valdivia,16/01/2024,10.0,Resolución,Pasa a cuenta diaria Segunda S,19/12/2023,Dese Cuenta,11
32697,,,,,,Concedida la apelacion de la parte Recurr.,,Concede Apelación,9
32701,,,,,,Se rechazaa el demanda sin costas por error procesal.,,Rechazada,26
32703,6143-2022,Valparaíso,10/06/2024,32.0,Resolución,Téngase presente en nuevo vale vista.Archívese,15/02/2022,Archivado,6
32707,4505-2023,Valparaíso,22/03/2023,3.0,Resolución,NMV7/Apercibimiento,08/03/2023,Apercibe,5
32721,19239-2024,Santiago,28/10/2024,17.0,Resolución,"Para entrar a la vista del recurso, siendo estrictamente indispensable para una acertada relación, pídase informe al médico tratante del recurrente, señor Guillermo Urzúa Meyer, cédula nacional de identidad N° 6.258.681-8, dentro de quinto día, debiendo precisar: a) el plazo por el cual prescribió el tratamiento biológico con el medicamento Nucala (Mepolozumab) o la duración del suministro; 2) si la interrupción del suministro del medicamento implica riesgo vital en el paciente y sus consecuencias. Comuníquese por la vía más rápida, en su defecto, ofíciese. Suspéndese, entretanto, los efectos del decreto que ordenó traer los autos en relación.",09/09/2024,Evacua Informe,12
32732,31436-2022,San Miguel,20/03/2023,7.0,Resolución,Int. rec prot (GES)/Ev. inform,30/11/2022,Admisibles,3
32753,,,,,,La corte omte proncunc. la apelación por no dar cumplimiento a lo solicitado,,Inadmisible/Omite,18
32758,259-2024,Copiapó,18/06/2024,13.0,Resolución,Ev. Informe. // Futura tabla,20/05/2024,Agréguese A Tabla,4
32760,,,,,,se Tgse. por las costas solicitadas pro el recurrente,,Téngase Presente,28
32769,,,,,,des cuenta el escrito de la Apldo.,,Dese Cuenta,11
32770,,,,,,"La apelación es declara inadmisiblea, negativa de trámite por parte de la isapre",,Inadmisible/Omite,18
32774,2366-2019,Punta Arenas,05/06/2020,26.0,Resolución,Pide Informe Cumplimiento y tr,17/10/2019,Ica Informa,16
32779,,,,,,El demanda ha sido rechazao sin costas por no adjuntar los documentos solicitados.,,Rechazada,26
32781,,,,,,"Se acoge el solicitud en todas sus partes no costas, debiendo NMV mantener el plan de salud.",,Acoge,0
32786,,,,,,Se declara inadmisible por Incompetencia del tribunal para conocer el recurso.,,Incompetencia,19
32819,,,,,,La Corte de Apelaciones de Puerto Montt determina los precios en 400.000 UF,,Fija Costas,14
32820,,,,,,(PBEx25)AER pres. Fun (RNc),,Prescinde,25
32821,,,,,,Debido a por haber emitido opinión pública sobre el caso el abogado integrante se inhabilita.,,Inhabilidad,20
32835,,,,,,En vista y consideración lo informado por la C.A. de Excelentísima Corte de Apelaciones concédase la apelación,,Concede Apelación,9
32841,,,,,,Resolviendo el folio 15: Tng. por desestimado,,Fallo/Desestima,13
32845,,,,,,(PBEx26)Rechazada (JQQ)NMV Litis/Rechazada PBEx26,,Rechazada,26
32850,,,,,,"Por incumplimiento de normas de protección al consumidor, se sancionó con una multa de de 1 a 5 UTM.",,Multa,22
32857,,,,,,"El acción es retirado, por falta de información proporcionada por la isapre.",,Retira,27
32864,,,,,,Corte de Apelaciones Requiere informar el domicilio contractual y el FUN actualizado del recurrente dentro de 05 días para garantizar el derecho a la defensa de las partes.,,Ica Solicita Diligencia,17
32867,,,,,,hab. alegatos de la recurrida,,Ica Informa,16
32892,,,,,,El acción ha sido archivado por discrepancia en el cálculo de planes por la isapre.,,Archivado,6
32895,,,,,,d-cuenta la o.n.i,,Oni,24
32898,,,,,,T.P. la certificación por la parte Acsdo.,,Certifiquese,8
32901,,,,,,Téngase por cúmplase,,Cs,10
32912,,,,,,La apelación ha sido inadmis.a por falta de pruebas.,,Inadmisible/Omite,18
32931,,,,,,"El la presente acción es retirado, por incumplimiento de plazos administrativos por la isapre",,Retira,27
32942,6595-2023,Antofagasta,30/10/2023,10.0,Resolución,A lo principal: Informe la Isapre recurrida de qué manera está dando cumplimiento a la orden de no innovar decretada con fecha ocho de agosto del año en curso.,09/08/2023,Ica Solicita Diligencia,17
32958,,,,,,agrég.. 18-5,,Agréguese A Tabla,4
32962,,,,,,Agréguese a la 1ra. Sala (TY,,Agréguese A Tabla,4
32965,177-2024,Punta Arenas,26/06/2024,10.0,Resolución,Ev. Informe. // Agreg. Extraordinariamente a la tabla del 28 de junio,03/04/2024,Agréguese A Tabla,4
32967,,,,,,El la presente acción se archiva por desistimiento,,Archivado,6
32975,,,,,,(PBEx26)admitido a trámite(VK),,Admisibles,3
32984,408-2024,Puerto Montt,02/04/2024,6.0,Resolución,Dese Cta.Admis/ONI 1ra.Sala,28/03/2024,Dese Cuenta,11
32987,21387-2023,Valparaíso,25/08/2023,8.0,Resolución,Agréguese Extraordinariamente a la tabla del 1 de septiembre,07/08/2023,Agréguese A Tabla,4
32992,,,,,,Cump/confirma .,,Cs,10
33001,,,,,,Aplica multa en beneficio de la Imptdo.Multa/Pide FUN,,Multa,22
33009,18158-2024,Concepción,13/08/2024,11.0,Resolución,Agréguese Extraordinariamente  a la tabla del 16 de agosto// En Relación/inf. isapre,15/07/2024,Agréguese A Tabla,4
33019,,,,,,Se acumula a 699-2021  con 131-2044.,,Acumulación,2
33049,,,,,,des cuenta la ordern de no innonvar,,Oni,24
33055,,,,,,"El acciónse rechazaa con costas al demandado, por falta de pruebas",,Rechazada,26
33065,2278-2018,San Miguel,05/07/2019,18.0,Resolución,Cúmplase CS (Revoca/Acoge),17/08/2018,Cs,10
33068,,,,,,Se acoge apelación no se pronuncia por costas.,,Acoge,0
33077,404-2024,Chillan,04/04/2024,7.0,Resolución,Interpuesto Recurso de Protecc // Inhabilidad de Ministro /Abo. // Inhabilidad de Ministro /Abo.,03/04/2024,Admisibles,3
33086,14437-2024,Santiago,10/06/2024,9.0,Resolución,"Al escrito folio N155841; ° téngase presente, sin perjuicio dese cumplimiento a lo dispuesto en el artículo 10 del Código de Procedimiento Civil. Al escrito folio N155944; ° A lo principal, previo a proveer, venga en forma. Al primer otrosí, a sus antecedentes. Al segundo otrosí, téngase presente.",29/05/2024,Ica Informa,16
33097,,,,,,La corte omte proncunc.  la petición aumento injustificado de costos por la isapre.,,Inadmisible/Omite,18
33112,,,,,,"En Ccp, la Corte de Apelaciones establece los precios en 400.000 UF.",,Fija Costas,14
33135,,,,,,La recurso se archiva por por no dar cumplimiento a lo solicitado ,,Archivado,6
33138,,,,,,Se rechazaa el solicitud con costas al demandante por error procesal,,Rechazada,26
33144,,,,,,(PB2025) certifíquese Duplicidad (PBD,,Certifiquese,8
33159,,,,,,"Se acoge el acción s/ costas, obligando a Isapre Cruz Blanca a respetar el PB.",,Acoge,0
33177,,,,,,Tng. por C/se,,Cs,10
33181,,,,,,"Al folio 73: por cumplido lo ordenado, rija el estado de acuerdo.",,Acuerdo,1
33185,,,,,,Inhabilidad de ab. int. Int. JOAEl ab. int se declara inhábil por haber intervenido en el caso previamente,,Inhabilidad,20
33200,129-2024,Punta Arenas,24/06/2024,16.0,Resolución,Ev. Informe. En Relación// agreg.ext. 26-06,26/03/2024,Agréguese A Tabla,4
33202,,,,,,Teng. por inf Testigo(costas),,Téngase Presente,28
33240,,,,,,"El recurrido retira demanda, por error procesal",,Retira,27
33245,,,,,,Téngase presente lo informado por Interv.,,Téngase Presente,28
33270,,,,,,al folio 94: c.s./confirma,,Cs,10
33274,,,,,,"Por incumplimiento en entrega de información a afiliados de isapres, se multó con un rango de de 100 a 300 UTM.",,Multa,22
33285,,,,,,En vista y consideración lo informado por la Corte de Apelaciones de de Apelaciones de concédase la apelación,,Concede Apelación,9
33291,,,,,,La inhabilidad del abog. int  se fundamenta en por parentesco con la parte interesada.,,Inhabilidad,20
33296,,,,,,Rija el estado de acuerdo Excelentísima Corte de Apelaciones.,,Acuerdo,1
33326,,,,,,Al folio n 40: art 216,,Art / Numeral,7
33328,,,,,,(GES2025)T.pte/v.e.forma (JBC),,Téngase Presente,28
33357,1271-2024,La Serena,23/08/2024,18.0,Resolución,"Atendido el tiempo transcurrido, apercíbase a la Isapre Banmedica S.A., a fin que dentro de 5° día cumpla con lo ordenado con fecha nueve de julio de dos mil veinticuatro, de lo contrario se prescindirá de su informe.",16/08/2024,Apercibe,5
33361,,,,,,al folio 65: no ha lugor lo Demanda ,,Nhl,23
33382,,,,,,La inhabilidad del ministro de la Corte Suprema (se fundamenta en por recibir beneficios de una de las partes),,Inhabilidad,20
33383,18075-2024,Concepción,06/08/2024,12.0,Resolución,Ev. Informe. // Pide informar domicilio contractual del recurrente dentro del plazo de 05 días,10/07/2024,Evacua Informe,12
33386,,,,,,Al folio 61: comunica articulo n° 125,,Art / Numeral,7
33388,4458-2024,San Miguel,17/10/2024,11.0,Resolución,Téngase presente en su oportunidad por la sala de fondo y a sus antecedentes los documentos acompañados.,06/09/2024,Ica Informa,16
33391,,,,,,El demanda se archiva por aumento injustificado de costos por la isapre.,,Archivado,6
33397,,,,,,al folio 17: no h a lugar lo req. ,,Nhl,23
33398,,,,,,Concedida la apelacion de la parte Act.,,Concede Apelación,9
33415,,,,,,Inhabilidad de abog. int. Int. JOAEl abog. int se declara inhábil por parentesco con la parte interesada,,Inhabilidad,20
33416,,,,,,acogido el acción interpuesto contra Isapre Banmédica no costas.,,Acoge,0
33423,,,,,,(PBEx24)fondo/aer(LO duplicidad,,Evacua Informe,12
33428,,,,,,Agrégue Extra/A.R. 14-3,,Agréguese A Tabla,4
33432,,,,,,Al folio n 19: art 125,,Art / Numeral,7
33433,,,,,,Se declara inadm por Error en la presentación o tramitación del expediente.,,Incompetencia,19
33438,21921-2023,Valparaíso,15/09/2023,8.0,Resolución,Agréguese Extraordinariamente a la tabla del 21 de septiembre,28/08/2023,Agréguese A Tabla,4
33439,,,,,,En vista y consideración lo informado por la Tribunal de Apelaciones de CA concédase la apelación,,Concede Apelación,9
33449,,,,,,La Corte de Apelaciones de stgo manifiesta que los precios están fijados en 15 pesos.,,Fija Costas,14
33471,,,,,,El apelación se encuentra archivado por incumplimiento de plazos administrativos por la isapre.,,Archivado,6
33474,,,,,,d cta el escrito de la Rte.,,Dese Cuenta,11
33494,27670-2021,Valparaíso,10/02/2022,18.0,Resolución,Pase al Sr. Ministro de turno,04/06/2021,Ica Informa,16
33527,,,,,,dc cuenta el escrito de la Interv.,,Dese Cuenta,11
33528,,,,,,"El rol 752-2044, Acum. a 881-2041.",,Acumulación,2
33531,2260-2024,Talca,05/12/2024,6.0,Resolución,Rectifiquese sorteo debido a que la causa es por tramitación masiva,28/11/2024,Ica Informa,16
33552,,,,,,"Debido a incumplimiento de cobertura por parte de la isapre, el la presente acción se rechazaa con costas al demandante",,Rechazada,26
33559,,,,,,"La corte inadmisible. la apelación, negativa de trámite por parte de la isapre.",,Inadmisible/Omite,18
33560,6103-2024,Santiago,04/07/2024,7.0,Resolución,Previo a admisibilidad resuelva la parte recurrente lo solicitado por la ICA.,02/04/2024,Ica Informa,16
33574,1059-2023,Talca,07/06/2023,5.0,Resolución,Int Prote/Sala Isapre/Adm.,28/07/2023,Admisibles,3
33579,,,,,,cúmplase (confirma).,,Cs,10
33580,,,,,,cúmplase corte supremaomite,,Cs,10
33586,1939-2024,Antofagasta,16/10/2024,12.0,Sentencia,Desestimado sin costas,28/08/2024,Fallo/Desestima,13
33592,,,,,,En vista y consideración lo informado por la Apelaciones de de C.A. concédase la apelación,,Concede Apelación,9
33593,,,,,,La demanda es omite pronunciamiento sobrea (por negativa de trámite por parte de la isapre),,Inadmisible/Omite,18
33603,1407-2024,Antofagasta,30/05/2024,5.0,Resolución,"Se declara admisible,08 días. Concede ONI.",27/05/2024,Admisibles,3
33610,,,,,,Téngase presente por cumplida la sentencia,,Téngase Presente,28
33624,2290-2024,Antofagasta,04/01/2025,18.0,Resolución,Ha lugar remoto J. Bello/Pinto,28/11/2024,Ica Informa,16
33641,,,,,,"Debido a prescripción, el solicitud se archiva.",,Archivado,6
33644,,,,,,Teng. por por cumplida la sentencia,,Téngase Presente,28
33646,,,,,,(GES2026)NHL/pide cuenta(CL),,Ica Solicita Diligencia,17
33657,,,,,,El recurso es retirado  por falta de pruebas,,Retira,27
33674,,,,,,"Apercibimiento decretado, a falta de respuesta.",,Apercibe,5
33677,,,,,,declara cumplimiento,,Ica Informa,16
33689,,,,,,al folio 77: no h a lugar lo Pet. ,,Nhl,23
33691,16621-2023,Santiago,07/12/2023,2.0,Resolución,"Que, en las circunstancias antes descritas, resulta que la Corte de Apelaciones de Concepción, al tenor del artículo 112 del Código Orgánico de Tribunales, previno en el conocimiento del asunto y por lo tanto, es competente para seguir conociendo del mismo, por lo que esta Corte rechaza la competencia.",06/12/2023,Ica Informa,16
33693,,,,,,En vista y consideración lo informado por la C.A. de C.A. concédase el recurso vista,,Concede Apelación,9
33697,18940-2024,Concepción,14/11/2024,18.0,Sentencia,"Acogida, con costas sin regular",10/09/2024,Acoge,0
33709,,,,,,Teng. por inf Recurrente(costas),,Téngase Presente,28
33717,166-2024,Antofagasta,27/02/2024,2.0,Resolución,"Previo a proveer y para el examen de admisibilidad, de conformidad a lo establecido en los numerales 1 y 2 del Auto Acordado sobre Tramitación y Fallo del Recurso de Protección de Garantías Constitucionales, y habiendo evidente incongruencia entre el cuerpo del escrito y el petitorio, venga el abogado recurrente en aclarar y corregir contra quien dirige la acción incoada, dentro del término de tercero (3°) día hábil, bajo apercibimiento de tener por no presentado el recurso.",28/02/2024,Apercibe,5
33719,,,,,,F.9 Rep. Rech/Concede Ap.,,Concede Apelación,9
33725,,,,,,no ha lgar lo obrado por la Corte de Apelaciones de de Concepción,,Nhl,23
33726,,,,,,"recurso acogido s/ costas, ordenando a Isapre Cruz Blanca que mantener el plan de salud.",,Acoge,0
33747,167972-2022,Valparaíso,14/03/2023,14.0,Resolución,5. Estese al mérito de autos,30/11/2022,Ica Informa,16
33772,183-2024,Punta Arenas,07/05/2024,8.0,Resolución,Téngase presente. Reitérese petición de informe a la recurrida a fin que lo evacue dentro de plazo de seis días hábiles.,04/04/2024,Ica Solicita Diligencia,17
33791,,,,,,"Retira el demanda, por aumento injustificado de costos por la isapre.",,Retira,27
33795,,,,,,certi. lo solicitado por la Tribunal de Apelaciones de Rancagua.,,Certifiquese,8
33799,,,,,,Notif.Estado Diario (ESTLL),,Ica Informa,16
33829,1354-2023,Talca,26/09/2023,26.0,Resolución,"Al folio 25, agr guese a estos antecedentes.",14/09/2023,Ica Informa,16
33834,,,,,,transcurrido el plazo de 93 dias dese estricto cumplimiento al articulo 125,,Art / Numeral,7
33849,,,,,,Revuelve causa fallada a favor de la parte isapre,,Fallo/Desestima,13
33864,,,,,,"El fiscal se declara inhábil, por haber intervenido en el caso previamente",,Inhabilidad,20
33875,278-2024,Talca,06/02/2024,3.0,Resolución,Dese cuenta admisibilidad-,04/02/2024,Dese Cuenta,11
33879,,,,,,No ha lugar lo Dda. por lo que se desestima,,Fallo/Desestima,13
33881,,,,,,cfrt. lo solicitado por la Corte de de Temuco.,,Certifiquese,8
33887,,,,,,según lo estipulado por la Ilma. C.A. de Excelentísima Corte de Apelaciones se concede la apelación elévense,,Concede Apelación,9
33889,,,,,,d cuenta el escrito de la Fisc.,,Dese Cuenta,11
33892,,,,,,"Por falta de seguridad laboral, se sancionó con una multa de de 1 a 5 UTM.",,Multa,22
33894,,,,,,Inhabilid Jueza Sepúlveda López,,Inhabilidad,20
33903,,,,,,al folio 81: c.s./confirma,,Cs,10
33906,,,,,,El rol 629-2022 Acum. 994-2018.,,Acumulación,2
33917,,,,,,La inhabilidad del abog. int se fundamenta en por haber intervenido en el caso previamente,,Inhabilidad,20
33920,,,,,,"Retira el la presente acción, por por no dar cumplimiento a lo solicitado.",,Retira,27
33926,,,,,,El apelaciónse archiva por falta de información proporcionada por la isapre,,Archivado,6
33929,17579-2024,Concepción,21/08/2024,9.0,Resolución,"Atendido el mérito de autos, existiendo disconformidad en el nombre de la parte recurrente en informe evacuado y la documentación acompañada por la ISAPRE NUEVA MASVIDA S.A., pídase cuenta y sin perjuicio reitérese la petición de informe, el que debe ser evacuado dentro de tres días",,Ica Informa,16
